trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
198,False,"{'a': 0.9, 'e': 0.505}",20,7,25.811016135248433,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.9, 'e': 0.5025}",20,0,33.11581121718163,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.9, 'e': 0.5}",20,0,27.40870986837863,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
201,False,"{'a': 0.9, 'e': 0.4975}",25,14,21.86944573942052,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.9, 'e': 0.495}",20,6,28.563672277492913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.9, 'e': 0.4925}",25,6,35.85711403664117,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.9, 'e': 0.49}",30,12,30.335625583387195,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.9, 'e': 0.4875}",20,12,13.75082079914102,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.9, 'e': 0.485}",30,19,20.798071226646787,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.9, 'e': 0.4825}",25,12,24.667499903438745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.9, 'e': 0.48}",20,7,22.323019311147956,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.9, 'e': 0.4775}",30,5,40.57287106539622,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.9, 'e': 0.475}",20,9,-6.537759246048873,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
211,False,"{'a': 0.9, 'e': 0.4725}",20,8,22.911425607759863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.9, 'e': 0.47}",20,10,18.27555614789263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.9, 'e': 0.4675}",20,10,16.63905910546079,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.9, 'e': 0.465}",20,4,-13.722747833940966,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.9, 'e': 0.4625}",20,10,17.535390992049066,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.9, 'e': 0.46}",20,4,26.918657696745093,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.9, 'e': 0.4575}",25,16,17.860675705338046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.9, 'e': 0.455}",20,9,19.160408578375765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.9, 'e': 0.4525}",20,15,10.933251837296863,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.9, 'e': 0.45}",20,6,28.29754357999559,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.9, 'e': 0.4475}",25,9,33.683328571823736,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.9, 'e': 0.445}",25,13,25.073016274327305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.9, 'e': 0.4425}",20,0,30.689990728752115,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.9, 'e': 0.44}",25,11,22.035690516250067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.9, 'e': 0.4375}",25,0,34.59383633471806,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.9, 'e': 0.435}",20,13,13.551890109934249,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.9, 'e': 0.4325}",20,9,23.366518730089723,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.9, 'e': 0.43}",25,13,17.143036980533314,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.9, 'e': 0.4275}",25,15,18.03037637698501,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.9, 'e': 0.425}",20,6,26.6654452539752,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.9, 'e': 0.4225}",20,0,35.515406753039116,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.9, 'e': 0.42}",20,4,29.50412883774905,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.9, 'e': 0.4175}",20,9,23.52646172072563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.9, 'e': 0.415}",25,11,26.119752322465803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.9, 'e': 0.4125}",20,12,15.144656134816085,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.9, 'e': 0.41}",20,0,31.31729615161918,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.9, 'e': 0.4075}",25,12,19.85065119697454,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
